@relation sulfurCatalyst

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute target numeric

@data
1.0482,0.008374,334.49,341.93,346.98,368.44,537.79,493.39,402.94,362.09,352.53,0.14891,0.21833
1.0325,0.008232,332.76,340.12,341.51,354.71,473.8,502.45,405.9,359.86,349.44,0.14845,0.21941
1.0952,0.007959,333.92,343.3,343.36,359.16,469.89,500.29,410.47,364.25,354.42,0.15196,0.21831
1.1009,0.008494,336.68,344.32,345.83,366.09,509.81,497.46,410.71,365.75,355.57,0.15039,0.21831
1.1115,0.00798,335.69,342.47,342.97,356.52,456.35,500.49,412.29,365.17,353.94,0.15019,0.21981
1.1044,0.007898,331.9,339.33,339.09,350.41,410.06,509.42,417.37,364.41,352.42,0.15195,0.21894
1.0895,0.008447,337.05,343.03,348.5,368.89,515.02,494.36,407.36,363.64,353.64,0.15125,0.21616
1.069,0.015698,342.2,347.25,387.82,708.24,714.49,540.52,426.77,373.12,359.87,0.12364,0.21898
1.07,0.007986,344.75,350.68,362.26,412.34,549.97,473.34,400.53,365.35,357.35,0.15069,0.21642
1.0599,0.008233,343.58,350.8,365.98,424.2,561.73,473.55,399.42,366.57,357.85,0.14915,0.21631
1.0526,0.008178,342.5,347.72,359.82,406.85,558.87,472.96,398.83,362.84,355.54,0.14855,0.21626
1.0544,0.008233,335.31,338.39,344.37,358.2,486.11,501.23,403.63,358.02,348.35,0.1487,0.21849
1.0504,0.008016,329.78,332.43,335.43,342.96,377.11,522.4,420.54,361.13,348.09,0.15153,0.21757
1.0499,0.008433,334.09,338.04,340.48,353.78,460.5,508.47,407.77,360.3,347.89,0.14832,0.21769
1.0513,0.007963,336.66,340.67,347.06,366.34,516.54,486.86,400.1,358.99,350.32,0.1513,0.21945
1.1015,0.00818,333.6,338.07,341.6,353.19,436.27,509.93,413.63,364.04,351.7,0.15003,0.21921
1.1105,0.008098,334.16,340.14,340.99,352.92,432.97,508.34,414.26,364.91,352.69,0.15171,0.21917
1.1203,0.00789,335.26,342.49,345.06,360.07,450.98,498.57,412.09,365.43,355.02,0.15274,0.21824
1.1635,0.008223,335.96,340.98,343.88,354.46,422.7,507.04,421.14,367.81,356.3,0.15269,0.21894
1.1548,0.008013,335.1,339.27,342.66,352.52,414.55,505.74,421.67,369.32,355.64,0.15361,0.21848
1.172,0.00792,334.21,339.81,341.49,351.23,407.79,502.31,421.73,369.1,355.84,0.15274,0.21916
1.1508,0.008433,334.59,340.28,343.61,354.91,440.54,510.53,418.56,367.2,354.16,0.15157,0.21615
1.1969,0.008067,333.81,341.28,341.34,351.28,409.42,506.44,424.46,370.13,357.29,0.15439,0.21847
1.1988,0.008035,335.53,341.94,343.19,352.02,408.69,504.91,424.08,372.03,357.96,0.15343,0.21646
1.1893,0.008168,335.65,342.4,342.66,354.82,423.06,504.05,420.9,369.59,357.95,0.15291,0.21737
1.1795,0.008437,336.21,342.73,343.23,356.08,439.61,509.15,422.3,369.56,356.37,0.15389,0.21526
1.1713,0.008182,336.61,343.65,345.09,358.3,437.42,501.64,418.33,368.78,357.17,0.15332,0.21877
1.2393,0.008048,337.84,343.48,346.48,357.21,421.74,497.98,426.32,374.79,362.09,0.15424,0.21562
1.3065,0.008053,338.38,345.96,346.87,361.33,421.75,493.78,428.15,377.42,364.63,0.15472,0.21521
1.2893,0.008184,340.5,346.41,351.35,366.31,446.44,495.43,423.42,376.18,363.66,0.15474,0.21781
1.2973,0.008212,341.86,348.86,352.98,370.23,456.61,492.82,423.07,378.61,364.52,0.15499,0.21614
1.2567,0.008099,343.56,349.76,357.04,379.02,482.48,491.04,419.44,376.55,364.55,0.15584,0.21725
1.175,0.008119,343.99,350.21,357.87,390.05,517.49,483.69,409.54,370.41,360.48,0.15397,0.21815
1.2008,0.008105,341.43,347.92,354.6,378.32,495.14,487.9,414.07,370.81,359.3,0.15447,0.21689
1.1878,0.008085,340.57,346.11,350.71,370.95,478.37,493.11,413.51,370.04,358.26,0.15231,0.21522
1.1814,0.008325,337.71,342.07,346.85,361.88,454.87,501.65,417.25,369.7,355.88,0.1536,0.21667
1.1789,0.00825,333.38,322.49,338,340.25,353.3,437.35,449.76,369.96,347.34,0.15385,0.21723
1.1745,0.00829,333.22,319.22,336.5,338.75,345.3,382.29,467.23,381.91,353.15,0.1526,0.2164
1.1722,0.007963,336.62,321.29,339.44,341.55,354.43,422.12,446.75,369.42,348.25,0.15425,0.21512
1.1941,0.008099,337.39,321.13,339.61,344.65,360.88,456.81,437.46,364.66,344.74,0.15396,0.21537
1.1774,0.008163,337.51,320.91,341.69,346.15,363.32,459.48,432.98,363.05,343.68,0.15348,0.2171
1.1913,0.008154,338.5,320.91,342.03,346.03,361.9,456.06,433.1,364.23,344.66,0.15478,0.21783
1.1883,0.008095,337.88,322.31,341.23,345.85,366.74,468.18,429.99,363.76,345.15,0.15277,0.21481
1.1783,0.008162,337.6,322.62,341.18,347.04,374.89,486.18,424.31,360.93,343.83,0.15387,0.21607
1.1858,0.008238,337.44,323.33,342.28,347.33,373.52,488.53,426.09,361.02,343.03,0.15298,0.21573
1.1871,0.008025,337.51,323.5,341.02,346.38,367.39,473.94,429.38,363.11,344.37,0.15293,0.2143
1.1944,0.008016,335.62,324,340.82,344.11,363.47,464.68,434.26,366.8,347,0.15384,0.21722
1.1934,0.008063,337.15,323.05,339.05,344.99,361.45,455.87,439.94,368.67,346.89,0.15494,0.21499
1.1742,0.00816,336.85,324.57,339.09,344.92,362.46,466.26,437.01,364.99,347.42,0.15401,0.21612
1.182,0.007971,335.55,325.42,339.02,343.46,360.17,453.53,437.97,367.28,347.22,0.15245,0.21606
1.2018,0.00812,334.24,323.68,337.91,342.83,357,440.62,444.84,371.51,349.02,0.15317,0.21563
1.1992,0.008153,335.39,325.69,338.25,342.98,358.67,447.23,443.67,371.06,349.82,0.15327,0.21469
1.1389,0.007941,335.56,323.21,338.39,343.74,360.71,468.19,436.02,362.75,344.6,0.15163,0.21678
1.1521,0.008376,335.41,321.87,339.11,341.63,359.42,470.75,438.4,362.84,343.26,0.15202,0.21558
1.1556,0.00793,335.51,322.05,338.51,341.76,355.95,441.27,441.8,366.85,346.71,0.15241,0.21629
1.1371,0.007956,334.89,323.31,339.88,343.24,361.01,464.49,435.18,362.18,343.67,0.15143,0.21806
1.1486,0.008011,336.72,321.62,340.02,343.4,362.87,476.87,431.73,360.11,343.57,0.15323,0.21475
1.1451,0.008155,335.78,322.84,340.64,345.46,368.72,488.2,426.08,359.4,342.89,0.15266,0.21686
1.1505,0.008206,337.94,324.2,340.83,347.87,376.33,496.57,422.15,357.37,340.93,0.15249,0.21738
1.0816,0.008076,336.75,322,340.96,348,389.26,504.94,408.55,351.13,337.35,0.15165,0.21575
1.086,0.007908,336.57,320.46,339.4,343.91,367.42,490.55,420.14,354.4,338.21,0.15234,0.21409
1.0866,0.008573,335.71,321.22,337.92,344.45,366.91,511.15,426.48,356.16,337.86,0.14955,0.21695
1.0691,0.007914,334.8,320.52,338.62,341.91,357.14,468.98,431.51,357.65,338.73,0.15168,0.21586
1.0798,0.008157,334.78,321.59,337.87,341.99,357.44,481.6,432.1,356.94,339.24,0.14957,0.21669
1.0842,0.007809,334.08,321.67,336.63,342.09,356.44,463.29,433.85,359.66,340.37,0.1528,0.21679
1.0949,0.008487,334.81,320.46,338.44,343.57,364.47,515.26,427.99,356.38,339.55,0.15036,0.21525
1.0826,0.007814,334.3,323.26,337.28,342.96,359.96,476.99,429.49,359.27,341.42,0.15322,0.21407
1.0739,0.00841,334.67,322.84,337.57,343.44,366.66,515.57,424.88,355.64,339.73,0.1487,0.21542
1.0765,0.008084,333.76,321.59,337.99,342.76,360.72,488.12,431.08,358.93,341.17,0.15001,0.21395
1.0723,0.007947,333.52,322,337.91,342.81,359.56,480.66,429.23,358.51,340.28,0.15177,0.21693
1.069,0.008222,334.51,322.48,337.16,342.76,367.26,511.38,422.44,355.46,338.96,0.15126,0.21654
1.0684,0.007867,333.35,322.35,336.96,342.3,360.14,488.48,426.8,356.76,339.11,0.15123,0.21527
1.0772,0.008248,334.63,322.27,336.75,342.05,361.77,500.31,428.9,358.78,339.67,0.14947,0.21476
1.0681,0.008035,335.26,323.29,337.66,342.28,364.6,503.34,424.39,355.79,338.53,0.15084,0.21645
1.0639,0.008084,335.09,323.7,339,343.26,367.11,507.44,422.22,354.18,338.53,0.14967,0.21438
1.0631,0.008035,334.83,323.99,337.03,343.9,365.77,505.12,423.62,356.17,340.28,0.15134,0.21531
1.0726,0.008155,334.1,322.16,338.62,342.25,364.79,506.15,426.05,357.09,340.48,0.14955,0.21797
1.0974,0.007753,334.81,323.81,337.68,341.8,360.5,481.14,427.22,359.45,341.72,0.15248,0.21598
1.0826,0.008313,335.56,323.5,339.06,344.06,377.1,518.28,419.16,354.96,339.81,0.15078,0.21594
1.0694,0.008119,335.07,322.2,337.92,344.01,367.77,507.68,422.65,354.69,338.66,0.15016,0.21728
1.0364,0.008166,333.72,321.64,338.42,343.18,369.61,519.88,415.98,350.73,336.44,0.14845,0.21698
1.0161,0.007893,333.51,321.29,337.73,341.65,364.51,508.22,416.45,350.49,334.64,0.15107,0.21672
1.0397,0.008071,335.68,322.25,340.16,344.75,379.73,515.02,411.73,350.47,335.77,0.14912,0.21599
1.0194,0.007882,334.36,322.78,338.94,344.41,377.07,513.3,409.68,348.25,334.95,0.14854,0.21836
1.0326,0.007854,334.87,321.25,339.25,344.11,370.63,509.27,411.37,350.36,335.72,0.14925,0.21944
1.0178,0.007798,334.03,322.68,338.21,345.07,381.53,511.3,406.22,348.73,334.3,0.15045,0.21817
1.0217,0.008281,334.71,322.55,339.7,346.28,396.07,517.53,405.18,347.64,333.94,0.14984,0.21817
1.0242,0.008281,333.76,323.69,338.18,345.06,391.04,519.66,405.78,348.55,334.72,0.14983,0.21761
1.0352,0.00821,335.36,324.13,338.84,345.64,392.81,513.71,405.02,349.56,336.25,0.14901,0.22044
1.0154,0.008206,334.87,323.92,339.04,347.55,402.66,512.73,402.15,347.12,335.06,0.14847,0.21908
1.0459,0.00806,335.45,325.49,339.14,347.14,392.03,513.07,406.96,349.75,337.61,0.14865,0.21853
1.0332,0.008185,334.72,325.3,339.22,347.58,413.47,512.03,401.12,349,336.55,0.14778,0.22192
1.0388,0.008141,333.71,326.26,340.22,347.65,404.44,513.61,405.05,350.1,338.82,0.1482,0.21806
1.0281,0.008088,334.34,327.74,339.95,350.31,420.91,506.35,400.61,348.17,337.9,0.14828,0.22068
1.0027,0.008041,333.88,327.54,340.07,349.18,427.75,504.85,399.44,347.95,337.94,0.14828,0.22208
1.0255,0.008321,334.99,328.42,342.05,350.83,445.5,503.88,400.4,350.01,339.31,0.14995,0.21985
1.0269,0.008349,334.86,329.93,341.92,352.7,453.2,503.63,399.04,349.78,338.49,0.14742,0.22168
1.024,0.007777,334.45,329.48,340.28,351.16,424.88,500.99,399.97,349.95,338.61,0.14964,0.22283
1.0385,0.008259,333.64,328.84,341.6,350.56,434.15,509.15,401.79,349.98,339.97,0.14805,0.22276
1.0382,0.007882,335.44,329.78,341.08,350.43,423.05,500.38,401.21,350.64,340.65,0.14908,0.22016
1.036,0.008452,334.14,329.94,342.7,354.09,471.43,500.8,399.1,350.32,339.77,0.14854,0.22312
1.0344,0.00804,335.07,330.67,341.49,353.15,454.91,498.14,397.51,350.76,340.98,0.14896,0.22333
1.0196,0.008402,335.06,330.99,342.39,354.46,469.33,501.62,396.91,351.04,339.52,0.14818,0.22053
1.0669,0.008477,335.92,330.85,341.23,353.28,445.52,506.12,404.16,353.64,341.88,0.148,0.22495
1.0697,0.007967,334.52,329.08,339.97,346.94,396.91,508.79,410.49,355.08,340.6,0.14981,0.223
0.92813,0.00005,331.34,323.44,329.65,328.66,326.44,326.25,325.01,324.1,324.44,0.17902,0.22557
0.82356,0.000119,327.01,319.88,324.43,322.97,322.15,320.82,319.78,319.2,319.71,0.17904,0.22393
0.81912,0.00003,322.86,317.41,321.24,320.94,318.6,317.99,317.03,317.26,317.91,0.1808,0.22453
0.85599,0.000032,322.54,322.73,323.51,322.96,323.39,323.93,322.33,322.9,323.53,0.18104,0.2264
1.0448,0.000026,326.43,324.35,326.91,325.44,326.12,326.2,325.21,325.33,325.23,0.1786,0.22398
1.1363,0.000029,331.01,330.36,332.22,331.72,330.58,330.82,330.08,329.79,331.2,0.18083,0.22639
1.1797,0.000025,336.09,315.89,331.21,328.48,323.79,320.27,317.48,316.77,315.54,0.17905,0.22677
1.161,0.000027,335.34,314.19,331,327.9,323.2,318.7,316.51,315.71,315.57,0.17953,0.22655
1.1603,0.000025,335.39,313.32,330.91,326.6,322.61,318.3,315.09,313.12,312.66,0.18083,0.22562
1.1697,0.009503,336.01,313.46,337.61,340.57,349.7,453.52,459.46,366.92,341.39,0.147,0.22787
1.1876,0.009693,334.51,313.73,337.96,340.99,351.6,463.06,460.82,366.47,341.47,0.14709,0.22486
1.1885,0.010137,335.11,314.16,339.23,342.66,363.4,534.35,442.81,360.89,338.03,0.14707,0.22522
1.1467,0.009856,334.43,314.98,338.65,342.38,363.12,537.64,438.86,356.9,338.04,0.14778,0.2255
1.1771,0.009762,335.77,314.94,337.27,340.72,357.64,503.25,449.37,364.2,341.01,0.14896,0.22648
1.237,0.010019,336.17,316.18,339.86,343.76,364.48,518.43,446.2,365.73,343.87,0.14925,0.2282
1.2326,0.009644,335.99,317.69,339.96,345.06,366.33,518.97,441.78,363.91,341.79,0.14803,0.22651
1.2315,0.009625,335.89,318.14,338.57,343.82,361.13,503.89,447.51,366.63,345.39,0.14877,0.22577
1.245,0.009418,336.28,317.35,340.02,343.63,360.95,491.67,447.22,367.67,345.65,0.15084,0.22584
1.2405,0.00974,335.57,318.76,339.33,345.12,367.81,520.7,441.93,365.18,344.66,0.14857,0.22949
1.243,0.010009,335.95,317.68,339.49,344.75,367.09,528.13,443.27,366.4,344.1,0.14901,0.22634
1.2197,0.009883,335.63,319.98,339.61,346.42,376.94,533.51,435.03,361.27,341.75,0.14971,0.22716
1.2155,0.009988,335.28,318.23,340.8,344.86,374.83,534.44,437.04,362.06,342.85,0.14712,0.22849
1.1086,0.009909,334.5,316.96,340.03,345.55,398.04,541.02,418.03,350.4,334.58,0.14437,0.2289
1.1039,0.009857,334.58,315.73,338.16,343.75,384.74,548.59,421.51,351.51,333.93,0.14417,0.22857
1.1281,0.009947,335.46,314.79,338.81,342.64,367.34,549.19,432.03,355.15,336.09,0.14614,0.23027
1.1196,0.009501,334.93,314.28,337.87,341.12,360.69,531.19,436.29,355.21,335.56,0.14781,0.23111
1.093,0.009862,334.42,314.59,338.85,342.75,378.34,551.13,421.83,349.56,333.94,0.14564,0.2319
1.117,0.009536,334.99,314.16,338.55,343.53,372.15,543.34,425.8,351.1,333.18,0.14726,0.22964
1.1261,0.009799,334.99,313.55,337.79,341.86,366.12,543.77,430.79,353.85,334.23,0.14632,0.23091
1.0576,0.009971,334.98,313.31,339.72,345.18,405.17,541.48,407.94,343.04,329.27,0.14422,0.23146
1.0578,0.009805,334.61,313.64,338.46,343.34,389.71,546.52,413.19,345.35,328.96,0.14417,0.23298
0.9813,0.009751,332.95,313.17,338.26,344.04,405.95,541.77,401.61,339.3,324.82,0.14064,0.23295
0.98722,0.008191,332.96,310.46,332.67,335.37,339.77,364.53,483.24,365.32,337.38,0.14931,0.23286
0.98947,0.008366,328.72,311.46,330.42,331.33,332.4,337.54,351.76,468.18,396.15,0.14719,0.23377
0.99429,0.008292,325.84,307.05,325.74,324.9,323.5,322.69,320.6,317.56,318.02,0.16742,0.23077
0.97194,0.008081,321.27,302.44,321.15,319.27,316.6,313.62,310.56,309.45,309.34,0.17124,0.2348
0.9866,0.008235,316.61,299.78,314.92,314.32,309.99,306.54,304.81,302.81,302.77,0.17395,0.23467
0.97958,0.008179,313.1,295.74,310.85,308.07,304.66,301.37,298.97,297.97,297.38,0.17508,0.23174
0.91844,0.00826,320.17,302.71,317.9,317.81,314.42,312.83,310.69,308.51,309.29,0.17054,0.23514
0.92321,0.008157,326.11,309.03,324.95,326.71,327.04,327.32,329.15,327.57,327.04,0.16452,0.23245
0.91965,0.007961,330.09,313.66,331.23,332.56,338.95,375.1,471.55,356.97,333.23,0.14633,0.23298
0.93296,0.00798,332.36,314.91,334.17,339.4,358.18,536.36,403.33,338.83,326.14,0.14565,0.2326
0.91806,0.008164,333.03,317,335.83,342.73,398.63,517.41,389.07,335.16,325.25,0.14674,0.23231
0.94956,0.008185,331.92,316.16,336,340.05,369.97,533.56,400.64,339.18,325.82,0.14512,0.2356
0.96159,0.008427,331.75,314.59,336.46,341.02,369.57,536.8,402.22,340.1,325.72,0.14725,0.23524
0.96249,0.00802,332.7,316.25,336.48,339.3,363.09,529.02,404.37,341.91,328.43,0.14646,0.23302
1.0786,0.008144,333.71,317.65,335.77,339.28,351.41,470.39,433.94,354.61,335.64,0.15109,0.23334
1.0867,0.008054,334.05,319.95,336.78,341.53,357.56,486.04,426.55,354.77,337.9,0.1527,0.23501
1.1003,0.008173,335.11,318.23,337.34,342.65,362.49,503.7,420.7,353.41,335.17,0.15064,0.2356
1.1241,0.008124,336.4,317.81,338.87,343.96,363.45,493.03,421,353.37,335.75,0.15233,0.23433
1.1245,0.007898,338.09,319.3,340.11,346.58,372.36,492.39,412.86,350.07,334.9,0.15145,0.238
1.124,0.008199,339.5,319.5,344.97,352.73,415.44,494.54,399.48,346.11,334.15,0.15238,0.23478
1.1118,0.008061,341.29,321.78,347.28,361.36,458.85,482.16,392.4,346.11,334.65,0.15094,0.2365
1.1012,0.008067,343.58,324.36,351.84,371.79,498.47,470.29,386.54,343.43,333.27,0.15205,0.2352
1.1088,0.007879,344.02,326.87,355.36,381.27,509.3,463.51,384.74,345.07,335.42,0.15364,0.23673
1.1102,0.009089,343.71,327.69,359.5,406.69,563.27,470.57,388.1,346.61,338.21,0.14843,0.23561
1.1115,0.008991,344.46,326.07,360.76,404.11,558.06,468.24,386.66,346.75,336.24,0.15047,0.23883
1.1243,0.009084,345.16,329.46,362.53,418.44,564.22,469.32,387.37,347.47,337.83,0.14953,0.23993
1.1364,0.00913,346.82,329.99,364.58,422.8,565.7,468.24,389.3,349.25,339.96,0.14916,0.23915
1.1268,0.009314,346.39,329.13,366.12,429.15,572.06,469.88,389.65,349.94,340.08,0.14756,0.23656
1.1251,0.009076,345.34,329.63,361.31,413.52,562.73,469.34,387.47,350.31,340.69,0.14919,0.2414
1.107,0.009342,343.01,330.15,359.03,408.6,574.18,475.68,389.72,350.4,340.36,0.14646,0.23989
1.1022,0.009474,342.35,327.14,355.77,397.76,578.41,478.48,391.39,349.68,337.87,0.14634,0.23945
1.112,0.009352,340.54,327.55,352.8,384.29,563.5,480.85,393.32,348.68,337.38,0.14856,0.24016
1.0375,0.009187,340.25,325.03,352.85,388.79,579.69,474.63,383.58,344.15,335.1,0.14613,0.23816
1.0573,0.009261,338.4,325.71,348.98,377.79,575.89,480.27,387.05,344.85,335.04,0.14509,0.24076
1.0183,0.009092,338.26,323.37,345.68,365.61,568.81,483.67,385.56,341.1,332.58,0.14702,0.24221
1.0293,0.009165,334.44,319.24,339.03,349.95,464.25,511.5,396.28,343.68,331.05,0.14648,0.23953
1.0254,0.009223,332.06,316.09,335.75,340.24,365.82,555.26,419.05,348,331.81,0.14472,0.24164
1.017,0.008804,330.78,315.18,333.11,335.98,349.76,537.96,430.89,350.3,332.45,0.146,0.24147
1.018,0.008881,334.29,319.56,339.87,346.08,434.31,514.43,397.29,342.79,329.43,0.14636,0.24192
1.0198,0.0091,335.3,319.04,340.44,348.58,446.57,511.96,395.61,342.36,330.42,0.14603,0.23962
1.0247,0.009354,333.57,315.99,337.59,345.64,425.29,526.97,401.09,342.46,328.69,0.14444,0.24122
1.0228,0.009177,331.94,315.51,335.58,340.1,374.24,545.53,410.82,344.69,330.55,0.14617,0.24451
1.0184,0.009023,332.55,313.69,335.19,337.96,354.33,549.67,424.16,348.01,330.76,0.14452,0.24338
1.0354,0.008943,332.48,316.35,335.14,338.41,359.67,545.61,420.55,347.56,331.36,0.14531,0.24068
1.0245,0.009475,331.33,315.79,336.87,342.56,384.88,545.1,408.2,343.71,329.17,0.14421,0.24207
1.0267,0.009011,331.79,315.94,335.24,340.55,369.23,540.64,411.94,345.61,329.51,0.14693,0.24507
1.1022,0.008861,333.6,315.69,336.89,340.55,358.76,528.06,428.92,352.83,333.78,0.14849,0.24188
1.1323,0.009017,334.14,316.29,337,342,367.64,525.97,424.63,354.38,336.87,0.148,0.24352
1.1515,0.00895,336.89,319.25,341.61,348.89,410.84,512.05,408.5,349.3,335.35,0.14926,0.24461
1.1369,0.0092,337.17,322.56,345.55,359.19,493.2,500.16,399.39,348.68,337.1,0.14968,0.24396
1.1411,0.009173,340.27,324.43,347.21,366.04,519.47,491.58,396.84,349.41,336.64,0.14883,0.2442
1.154,0.008939,341.33,326.16,350.07,369.79,520.37,485.43,397.13,350.98,338.22,0.15093,0.24685
1.1395,0.008902,341.94,329.06,353.56,384.94,547.75,480.2,394.48,351.84,339.76,0.15124,0.24439
1.1489,0.009189,343.97,329.89,356.95,395.2,560.39,475.4,392.21,351.25,341.46,0.14783,0.24388
1.1498,0.008825,343.71,330.42,357.93,395.41,552.54,473.22,391.42,351.11,341.44,0.14946,0.24596
1.1326,0.008969,342.49,330.69,359.06,399.55,559.06,474.2,393.62,352.21,342.9,0.14917,0.24521
1.0568,0.008997,343.29,330.17,361.68,429.48,575.84,463.66,384.39,347.53,339.93,0.14802,0.24707
1.0593,0.009309,340.41,328.85,355.66,404.51,583.63,472.18,387.36,348.33,338.1,0.14525,0.24887
1.0672,0.009144,337.91,325.53,346.9,372.79,571.18,481.36,389.38,344.8,336.02,0.14802,0.24794
1.0597,0.00922,335.91,322.7,343.02,356.57,522.35,499.05,393.89,345.35,334,0.14609,0.24688
1.0027,0.009339,332.15,320.75,338.11,348.39,491.74,511.71,395.36,342.81,330.05,0.14409,0.24788
1.0167,0.009303,329.72,316.63,332.14,337.96,364.46,561.1,417.52,346.45,331.28,0.14285,0.24724
1.0126,0.00925,329.51,318.68,333.63,339,379.59,546.67,408.33,345.79,330.62,0.14501,0.24732
1.0133,0.009098,333.9,321.71,342.16,358.54,567.66,488.06,386.19,340.67,331.55,0.14625,0.24625
0.98436,0.009176,332.57,320.04,337.27,347.94,490.32,510.5,390.8,340.39,329.43,0.14316,0.24791
0.99224,0.009124,330.49,317.2,333.97,338.86,372.56,546.92,406.96,342.28,328.97,0.14323,0.25021
0.99535,0.00897,333.36,319.26,338.99,349.69,504.51,502.77,389.28,338.82,328.31,0.14577,0.24692
0.99137,0.009394,332.91,316.64,338.59,345.9,471.29,515.3,392.12,338.85,327.47,0.14443,0.24896
1.0011,0.009124,330.32,313.69,332.77,335.86,349.62,560.77,430.52,347.7,329.91,0.14385,0.24919
1.0115,0.009275,331.86,318.99,336.04,343.68,428.83,526.74,399.23,343.4,330.67,0.14529,0.24772
1.0058,0.009176,333.94,322.1,340.28,351.25,530.87,500.55,390.13,341.82,330.76,0.14499,0.24908
1.0149,0.00904,333.64,317.97,338.01,345.34,446.25,514.5,393.92,341.28,329.23,0.14378,0.25045
1.0003,0.009158,328.79,315.8,332.93,336.22,357.5,562.58,417.97,345.06,330.59,0.14392,0.25165
0.99585,0.008962,331.66,318.07,336.9,346,454.97,511.54,393.47,340.77,328.5,0.14484,0.25172
1.002,0.009114,332.4,318.02,338.88,347.67,490.27,507.74,391.26,339.44,328.96,0.14471,0.25367
1.0284,0.009026,329.9,316.96,332.99,337.56,359.79,551.79,420.27,348.52,331.39,0.14578,0.25135
1.036,0.00888,332.04,317.8,336.23,342.56,396.85,528.22,404.55,344.24,330.9,0.1464,0.24948
1.0407,0.008846,334.15,320.18,338.19,347.41,444.19,507.02,395.8,344.52,331.87,0.14746,0.25263
1.0491,0.009167,330.64,318.52,336.65,342.31,389.25,535.42,407.58,345.94,332.58,0.14713,0.25046
1.0349,0.009074,329.99,318,334.19,339.75,377.12,541.58,412.03,347.05,332.24,0.14562,0.25125
1.05,0.009443,334.15,321.79,340.35,353.79,525.14,504.5,394.76,344.16,333.94,0.14576,0.25058
1.0429,0.009197,332.87,320.24,337.02,344.62,430.18,520.3,401.31,345.05,332.37,0.1473,0.25505
1.0687,0.009049,330.82,319.11,334.99,340.17,372.66,539.73,416.77,351.16,335.85,0.14879,0.25128
1.0737,0.009179,333.7,322.69,339.67,351.09,481.98,508.62,398.63,347.26,336.46,0.14585,0.25365
1.1162,0.009549,334.72,324.29,341.24,350.34,473.3,515,404.74,351.12,337.25,0.14584,0.25584
1.109,0.008936,332.89,320.58,338.82,345.17,405.93,520.26,407.37,348.91,336.67,0.14996,0.25614
1.1197,0.009177,334.23,321.17,339.45,345.63,407.18,522.54,410.09,350.54,335.03,0.14718,0.25439
1.1192,0.009122,335.36,320.61,340.73,347.88,423.77,512.82,406.34,349.51,336.19,0.1497,0.25415
1.1118,0.009226,336.03,320.49,342.92,357.13,504.58,498.34,395.66,344.89,332.67,0.14764,0.25378
1.1218,0.009142,338.07,320.39,346.59,362.53,521.82,489.85,393.4,344.63,332.86,0.1494,0.25604
1.1208,0.009253,339.81,321.91,349.24,372.69,551.98,481.68,390.2,345.11,334.32,0.14912,0.25332
1.1143,0.009454,340.58,323.82,352.16,386.99,575.17,479.64,388.5,346.07,335.65,0.14573,0.25618
1.1299,0.009222,341.82,325.62,354.95,390.52,564.9,474.86,387.52,346.39,335.32,0.14937,0.25465
1.1046,0.009174,342.73,326.06,358.95,409.86,572.61,467.85,385.44,345.31,335.18,0.14774,0.25593
1.1269,0.009176,343.39,326.66,362.27,423.64,568.98,465.84,384.39,345.64,337.4,0.148,0.2545
1.1174,0.008721,345.71,328.44,364.62,426.97,558.5,458.87,383.13,347.24,338.64,0.1496,0.25625
1.108,0.009026,346.86,330.16,368.06,446.12,560.83,458.55,383.99,348.68,338.56,0.14997,0.25648
1.1166,0.00904,346.78,332.37,373.22,462.76,565.05,461.59,384.86,350.73,341.06,0.14926,0.25818
1.1303,0.0088,347.96,333.6,371.13,456.91,558.11,459.49,385.73,350.28,341.3,0.15027,0.25537
1.1155,0.008708,348.27,334.09,373.27,457.99,558.3,458.25,385.34,350.59,341.28,0.14843,0.25793
1.114,0.009221,347.71,333.16,372.59,464.87,565.28,460.84,386.77,350.54,342.78,0.14896,0.26001
1.1102,0.009062,346.25,332.94,371.98,464.63,566.74,461.93,386.95,351.18,342.08,0.147,0.25808
1.1098,0.009599,346.03,332.31,371.36,473.79,572.99,465.07,388.55,352.33,343,0.14635,0.25852
1.0989,0.009005,345.58,333.63,370.03,461.13,565.32,458.76,386.02,350.32,341.19,0.1492,0.25851
1.1208,0.009235,346.16,332.48,369.64,455.69,565.56,464.07,388.22,351.37,343.39,0.14902,0.26077
1.1213,0.009475,345.1,332.84,370.27,463.13,573.57,465.93,389.05,351.2,342.24,0.14757,0.26151
1.1053,0.008908,344.91,333.16,369.79,451.72,564.04,458.84,386.1,349.12,342.46,0.14908,0.26173
1.0453,0.00926,346.62,331.86,378.24,515.76,571.1,454.85,380.58,347.28,340.72,0.14591,0.2611
1.0426,0.009135,345.69,331.1,374.56,501.48,567.4,453.08,379.6,346.05,337.76,0.14728,0.25841
1.0399,0.009436,345.25,330.63,373.87,504.12,574.5,457.32,380.99,345.52,339.51,0.14654,0.25978
0.97182,0.009248,343.86,329.43,378.99,558.5,571.49,446.58,372.75,341.91,334.91,0.14429,0.26093
