@relation bank32nh

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute target numeric

@data
-1,1,-1,1,-1,-1,1,-1,-1,1,-7.96477
1,0,1,0,1,1,-1,-1,1,0,3.51189
1,-1,0,0,0,-1,-1,0,1,0,2.64735
-1,-1,0,0,-1,-1,-1,1,1,1,-8.28084
1,-1,0,1,0,-1,-1,0,-1,0,1.03499
-1,-1,-1,0,-1,1,0,1,0,1,-2.61872
-1,1,1,1,0,0,0,0,1,0,-3.95519
-1,0,-1,1,0,1,-1,-1,-1,-1,-3.65779
-1,-1,1,1,-1,1,-1,1,0,-1,-4.73889
1,0,0,0,-1,0,1,-1,0,0,4.05376
1,1,0,1,0,-1,0,0,-1,0,8.06458
-1,1,1,0,-1,-1,-1,1,0,0,-9.27783
1,-1,-1,-1,-1,1,0,1,0,1,-2.34435
1,0,0,1,1,0,-1,0,-1,0,2.0292
1,-1,0,-1,0,-1,0,-1,0,0,-0.028421
-1,1,0,1,0,0,1,1,0,0,-1.46187
1,1,-1,1,-1,0,1,1,1,0,4.77016
-1,0,-1,-1,1,0,1,0,-1,0,0.793243
1,0,-1,1,1,1,-1,1,-1,-1,1.77105
-1,0,0,1,1,-1,1,1,0,0,-0.50629
-1,-1,-1,-1,1,1,0,1,0,0,1.44328
-1,0,-1,-1,1,1,1,0,1,1,3.14649
-1,1,1,-1,-1,-1,1,-1,1,1,-7.08664
1,1,-1,0,1,0,1,0,-1,1,2.19366
1,0,-1,1,1,0,-1,0,-1,1,1.85979
1,1,1,0,1,1,1,1,-1,-1,8.09319
1,1,-1,-1,-1,1,1,0,-1,0,2.72722
-1,-1,0,0,0,0,0,0,0,1,-2.17986
1,0,1,1,-1,0,0,-1,1,1,4.44758
-1,1,-1,0,0,1,0,1,-1,1,-1.70628
1,1,1,0,-1,1,0,-1,-1,1,6.41999
1,0,0,1,1,1,1,1,-1,-1,4.71661
1,0,-1,0,0,-1,-1,1,0,1,1.96861
1,-1,1,1,-1,-1,-1,-1,0,1,1.55119
-1,1,1,-1,-1,0,1,1,0,0,-6.44856
1,1,1,-1,0,1,-1,-1,0,-1,6.17532
1,0,0,1,0,1,-1,-1,-1,-1,5.03482
-1,0,0,-1,0,0,0,0,-1,0,-3.33279
1,-1,-1,-1,1,1,0,1,0,1,-3.05305
-1,0,1,1,0,0,0,0,-1,-1,-3.76678
1,0,1,-1,0,-1,1,0,1,-1,4.29299
1,-1,1,-1,0,1,1,-1,0,-1,1.96711
1,1,-1,-1,1,0,-1,0,0,0,3.39178
1,-1,1,-1,0,0,0,-1,-1,0,1.88161
1,1,-1,0,0,-1,-1,-1,-1,1,4.57812
1,-1,0,0,0,-1,1,0,-1,0,-0.768313
-1,-1,-1,0,1,-1,1,-1,0,0,-0.986467
1,0,1,0,-1,0,0,0,-1,1,4.66077
-1,1,-1,1,1,-1,1,0,-1,0,0.867148
-1,0,0,0,-1,0,1,-1,-1,-1,-5.44996
-1,0,0,0,0,-1,1,-1,0,-1,-4.05066
1,-1,1,-1,0,0,-1,0,-1,-1,1.27451
1,0,1,0,0,0,1,-1,-1,1,4.70685
1,0,-1,0,1,-1,-1,-1,1,0,0.521645
1,-1,1,-1,-1,-1,0,1,1,0,-0.581798
1,0,1,1,-1,-1,1,-1,1,0,5.22763
1,0,-1,1,0,1,0,-1,-1,-1,3.198
1,0,1,1,1,1,1,1,1,0,5.23507
1,0,1,0,-1,0,0,-1,0,-1,4.48725
-1,-1,1,1,1,1,-1,-1,1,-1,0.92406
-1,1,1,1,1,1,0,-1,-1,1,1.74532
1,-1,-1,0,-1,1,1,1,-1,1,-0.690345
1,-1,1,-1,0,0,-1,0,1,1,0.374067
1,-1,-1,1,-1,-1,-1,0,0,0,-3.00479
-1,1,0,-1,1,1,1,1,-1,1,1.7844
-1,1,-1,1,0,-1,1,-1,1,-1,-4.179
1,1,1,0,0,-1,1,0,1,1,9.6289
1,1,0,1,-1,0,0,0,1,0,9.33907
-1,0,1,0,1,0,-1,0,-1,-1,-0.812271
1,1,-1,0,1,0,1,1,-1,1,2.59766
-1,0,1,1,1,-1,1,1,1,1,-1.25076
1,1,-1,1,0,-1,-1,0,0,0,4.94077
1,0,1,0,-1,-1,1,0,0,-1,5.10037
-1,0,1,1,-1,0,0,0,0,1,-7.11783
-1,0,-1,1,0,-1,1,1,1,0,-5.67603
1,-1,-1,0,-1,0,1,1,1,-1,-3.58409
1,0,-1,0,1,1,-1,1,0,0,0.68674
1,1,1,0,-1,0,1,1,0,-1,9.048
1,0,1,0,1,-1,-1,-1,1,0,5.2421
-1,-1,1,-1,0,-1,1,-1,-1,0,-6.04367
-1,-1,1,0,-1,1,1,1,-1,1,-2.5895
1,-1,1,-1,0,1,-1,0,0,0,1.00769
1,1,1,1,0,0,0,0,-1,1,8.81496
1,1,-1,1,0,-1,1,1,0,-1,5.15157
1,0,0,1,0,0,-1,1,0,0,5.53956
-1,0,1,-1,0,-1,0,-1,-1,-1,-3.90657
-1,1,-1,-1,0,0,-1,-1,0,0,-3.45286
-1,0,0,0,-1,1,0,-1,1,0,-6.2734
1,-1,1,1,-1,-1,-1,-1,-1,-1,4.16739
1,-1,-1,1,0,0,1,0,-1,1,-0.97301
1,-1,-1,0,-1,-1,1,1,1,0,-3.66339
-1,-1,-1,0,1,0,-1,-1,-1,1,-1.30766
1,1,1,1,0,0,0,0,1,1,7.66193
1,-1,0,1,-1,1,-1,-1,1,-1,1.36941
1,1,0,0,0,0,-1,1,-1,1,5.07352
1,0,0,-1,1,-1,-1,-1,1,-1,1.28146
-1,0,1,-1,-1,-1,1,1,-1,-1,-6.61108
1,-1,1,0,0,0,1,1,1,1,2.61166
1,-1,-1,1,0,1,0,-1,-1,-1,-0.730857
1,0,1,0,0,1,0,1,0,-1,5.43207
-1,-1,0,0,0,0,-1,1,1,0,-4.53176
-1,0,-1,1,0,-1,-1,-1,0,-1,-5.92134
-1,1,0,-1,-1,-1,-1,-1,0,1,-9.79913
1,1,1,-1,0,0,1,0,0,0,7.35165
1,1,-1,-1,-1,1,0,0,0,1,2.72029
-1,1,1,0,1,1,1,1,0,-1,3.46129
-1,1,-1,-1,0,0,-1,1,1,1,-2.5823
1,-1,-1,0,1,0,-1,-1,-1,1,-1.88354
-1,-1,-1,1,-1,0,0,0,-1,1,-4.46666
1,-1,0,0,1,0,1,-1,-1,1,-0.383198
1,0,1,-1,0,-1,-1,-1,0,1,4.24733
1,1,-1,0,0,0,1,0,-1,-1,4.03313
1,0,1,0,0,0,-1,1,0,0,6.2813
1,0,1,1,-1,0,1,1,1,-1,6.53648
-1,-1,-1,1,1,0,0,1,-1,0,-1.61882
-1,1,1,-1,-1,-1,-1,1,-1,0,-7.73175
1,1,1,0,-1,1,1,0,-1,0,6.7476
1,0,0,-1,1,0,1,0,-1,-1,1.26254
-1,1,-1,0,1,0,0,1,1,-1,0.239226
-1,1,1,-1,0,-1,-1,0,1,1,-5.62426
1,-1,-1,0,-1,0,1,-1,-1,0,-2.09138
-1,0,1,-1,-1,-1,-1,-1,1,1,-8.91955
-1,-1,-1,0,0,1,1,-1,-1,1,-1.7073
1,-1,1,-1,-1,0,1,1,1,1,2.27641
-1,1,0,-1,1,0,1,0,0,-1,1.26925
-1,-1,1,0,0,0,1,0,1,1,-1.95518
1,0,1,-1,1,0,0,0,1,-1,6.37188
1,1,-1,1,1,1,0,1,1,-1,4.75346
1,-1,1,-1,-1,-1,-1,1,-1,-1,0.453047
-1,1,1,1,0,0,-1,-1,0,-1,-5.01739
1,0,1,0,0,-1,-1,-1,-1,1,4.93358
1,1,-1,-1,1,-1,0,0,1,0,1.5629
-1,1,-1,1,0,0,-1,1,-1,-1,-3.93008
-1,0,-1,0,1,-1,-1,-1,-1,0,-5.07885
1,0,1,1,0,-1,0,1,1,-1,6.97408
1,0,0,-1,-1,0,0,0,1,-1,2.18036
1,-1,1,1,0,0,1,0,-1,-1,3.9625
-1,-1,0,-1,1,0,0,1,1,-1,-0.378753
-1,-1,1,0,1,0,1,1,0,-1,1.03538
-1,0,-1,1,-1,1,0,-1,-1,1,-4.10062
-1,-1,-1,1,1,1,1,0,0,1,3.30806
1,1,1,1,1,0,0,1,0,-1,10.0677
1,-1,-1,0,1,1,-1,0,-1,0,-0.956265
-1,1,-1,-1,0,-1,1,0,0,1,-3.21722
1,-1,1,0,-1,-1,-1,1,1,-1,1.19955
-1,-1,1,0,1,1,-1,1,-1,1,3.19279
-1,0,1,-1,-1,-1,-1,0,-1,1,-8.65591
-1,0,-1,1,0,-1,0,1,-1,0,-4.71514
1,1,1,1,-1,1,1,1,-1,-1,9.94318
1,0,-1,1,-1,-1,0,1,0,-1,3.51078
1,0,-1,0,0,-1,-1,1,1,-1,1.52188
-1,1,0,1,0,1,0,-1,1,-1,-0.642673
1,1,1,1,0,-1,-1,0,-1,1,10.0954
1,-1,1,1,0,-1,1,-1,0,1,1.86345
-1,-1,1,1,0,1,-1,1,-1,-1,-1.55366
1,0,-1,1,1,-1,-1,-1,-1,-1,3.08418
-1,-1,0,0,0,-1,0,0,1,1,-5.47029
1,1,0,1,1,0,-1,-1,0,1,7.2378
-1,-1,0,-1,0,0,-1,1,1,0,-2.50703
-1,0,0,0,1,0,-1,-1,1,1,-1.2603
-1,-1,0,0,0,-1,-1,-1,-1,1,-5.38147
-1,-1,0,-1,-1,0,1,0,-1,0,-3.88379
1,0,1,-1,1,1,1,1,1,-1,3.58141
1,0,0,-1,0,0,-1,0,0,1,2.52351
1,0,0,-1,1,0,-1,-1,0,1,2.9357
1,-1,-1,-1,1,1,-1,0,-1,1,-1.43211
-1,0,1,0,0,1,1,1,0,0,-0.064407
-1,0,-1,1,-1,1,-1,-1,0,-1,-4.44872
1,-1,-1,-1,-1,-1,1,1,0,-1,0.053385
1,0,0,0,-1,1,1,-1,0,0,1.76459
-1,0,1,-1,-1,-1,0,-1,0,0,-6.62372
1,1,-1,1,-1,0,0,0,-1,0,4.99368
1,0,0,1,0,0,0,-1,-1,0,5.20508
1,-1,1,0,-1,-1,1,1,-1,1,2.01573
-1,-1,-1,0,1,0,-1,0,0,0,0.111608
1,1,-1,-1,0,-1,0,1,-1,-1,3.17435
-1,1,1,0,-1,0,0,0,-1,1,-6.53662
1,-1,0,0,-1,1,-1,-1,0,1,-1.452
-1,1,1,-1,1,-1,1,0,-1,1,-1.58287
-1,0,1,-1,0,-1,0,-1,0,-1,-5.19545
-1,-1,-1,-1,1,0,-1,-1,0,-1,0.497775
-1,-1,1,-1,0,1,0,-1,-1,-1,0.135924
1,-1,0,0,-1,1,0,0,1,1,1.73072
1,0,1,0,0,1,-1,-1,0,-1,5.00741
-1,-1,0,1,1,-1,-1,-1,1,0,-4.34352
1,0,0,-1,-1,0,0,0,1,0,1.99879
1,-1,0,1,-1,1,0,1,-1,1,0.522397
-1,-1,1,-1,0,-1,-1,-1,0,0,-4.36392
1,1,1,1,1,-1,0,-1,-1,1,8.58071
-1,-1,1,-1,0,-1,1,0,0,1,-3.54381
-1,1,1,1,1,0,1,-1,1,0,0.672811
1,1,1,1,0,1,-1,1,1,-1,10.6555
1,0,-1,1,1,-1,0,-1,0,-1,0.77478
1,0,1,-1,1,0,-1,1,0,1,3.74973
1,-1,-1,1,-1,0,-1,0,1,1,-0.90981
1,1,1,-1,0,-1,1,0,1,-1,7.80793
-1,-1,-1,-1,1,1,0,-1,0,1,1.72403
-1,0,1,-1,0,1,-1,-1,0,0,-0.203004
-1,0,1,1,-1,1,0,0,0,0,-4.10252
1,0,1,1,-1,1,0,0,0,1,5.91549
1,1,0,1,-1,1,0,-1,1,-1,7.23478
1,0,-1,-1,0,0,0,-1,1,1,-2.14677
1,-1,0,0,-1,0,-1,1,-1,1,-0.012957
1,-1,1,-1,-1,0,1,1,0,1,0.779866
1,0,0,-1,1,0,1,0,-1,-1,0.879673
1,-1,1,0,0,1,1,1,-1,-1,2.37593
-1,-1,1,1,-1,-1,1,-1,-1,1,-7.65657
1,-1,1,1,-1,1,-1,-1,-1,0,2.526
-1,-1,1,-1,-1,1,-1,-1,0,1,-2.86119
1,-1,-1,0,-1,0,1,1,-1,0,-1.21874
-1,1,1,-1,0,-1,0,1,0,0,-7.20871
-1,0,1,-1,-1,-1,-1,-1,1,-1,-7.46128
1,1,-1,-1,1,1,0,0,0,0,2.56236
1,-1,0,1,-1,1,0,-1,0,-1,0.952918
-1,0,1,1,-1,1,-1,-1,0,0,-4.20838
-1,-1,-1,0,-1,0,-1,-1,0,0,-7.26261
-1,-1,-1,-1,-1,1,0,-1,0,-1,-2.96273
1,-1,-1,1,1,0,-1,1,0,1,-1.09745
-1,-1,1,-1,-1,0,-1,-1,0,-1,-5.76373
1,-1,-1,-1,0,0,-1,-1,-1,-1,-3.50885
1,-1,0,0,1,1,1,0,1,0,-0.747956
-1,-1,0,0,1,-1,-1,0,-1,-1,-2.70645
-1,-1,-1,0,1,-1,1,0,0,1,-1.78819
1,0,0,-1,0,-1,-1,1,-1,0,1.91605
-1,-1,1,-1,1,0,1,0,1,-1,1.50254
1,1,0,0,-1,-1,0,-1,1,-1,5.68099
1,0,1,-1,1,-1,1,-1,0,1,5.03347
1,1,0,0,1,0,-1,-1,0,1,7.81537
1,-1,1,0,0,1,0,1,1,-1,0.819384
1,0,1,0,1,-1,0,0,0,0,6.34297
-1,1,1,1,0,-1,0,0,-1,1,-5.36675
-1,-1,0,0,1,1,-1,1,1,1,1.8642
-1,-1,0,-1,0,1,-1,-1,0,0,-4.58584
-1,-1,0,-1,1,-1,0,1,-1,0,-3.4751
1,-1,-1,0,1,-1,1,-1,-1,0,-1.34745
-1,-1,1,-1,-1,1,-1,0,-1,0,-4.40675
-1,0,-1,-1,1,1,-1,-1,-1,0,2.00216
1,-1,-1,1,1,-1,0,0,1,0,-1.49116
-1,0,-1,0,1,-1,1,1,0,-1,-1.05868
1,-1,1,1,-1,0,1,0,-1,-1,4.68328
-1,1,1,0,1,-1,1,1,1,0,0.111199
1,-1,-1,1,0,-1,-1,1,-1,1,-1.02619
1,0,-1,0,-1,1,1,1,0,1,0.306104
-1,1,-1,-1,0,-1,0,1,-1,0,-4.64212
1,1,1,1,1,0,1,0,0,-1,8.85077
-1,-1,0,-1,1,-1,1,-1,-1,-1,-0.368192
-1,1,-1,0,1,1,1,1,1,0,4.274
-1,-1,0,-1,-1,1,1,0,0,1,-3.45173
1,1,1,1,0,-1,1,0,0,1,8.10469
1,-1,1,1,1,1,-1,-1,1,0,0.974134
1,1,-1,-1,0,1,-1,1,0,0,4.27678
-1,1,-1,-1,-1,-1,-1,1,0,0,-8.60651
1,-1,0,1,0,0,-1,-1,-1,-1,0.674914
-1,-1,-1,0,0,-1,0,-1,0,-1,-5.01279
1,0,-1,1,-1,1,1,0,1,1,1.39982
1,1,1,0,-1,-1,0,1,-1,0,8.20236
-1,0,-1,-1,-1,1,-1,1,-1,-1,-5.47743
1,-1,0,-1,-1,1,-1,-1,-1,1,-1.1739
1,-1,-1,-1,-1,0,0,0,0,0,-3.44777
1,0,0,-1,0,-1,0,0,0,-1,2.72661
-1,1,0,0,0,-1,1,1,-1,-1,-3.52585
1,1,1,1,1,1,0,1,0,1,9.56981
1,0,0,-1,1,-1,1,0,0,-1,3.08015
1,1,0,-1,-1,0,1,-1,0,-1,5.82543
1,-1,-1,0,0,1,1,1,-1,-1,-1.30385
1,1,0,-1,0,0,1,-1,-1,0,4.36863
1,0,-1,-1,1,-1,1,-1,1,1,1.61335
1,1,0,-1,1,0,0,0,1,0,3.77024
1,0,0,1,0,-1,1,0,1,0,5.59341
1,0,0,0,1,-1,0,1,0,0,2.09382
1,0,0,1,0,0,-1,1,1,-1,4.48393
-1,0,0,0,1,0,0,0,1,-1,-0.232695
1,1,-1,-1,0,0,1,-1,1,1,3.07548
-1,1,-1,0,1,-1,0,1,-1,-1,-3.68429
-1,1,1,0,-1,1,0,1,0,-1,-4.90462
-1,-1,-1,0,-1,1,0,1,0,1,-4.10718
1,-1,1,-1,1,-1,-1,1,-1,-1,0.411783
-1,-1,-1,-1,1,1,1,-1,-1,-1,1.3425
1,0,0,-1,-1,0,-1,1,1,1,3.49062
1,-1,-1,0,1,0,-1,-1,1,0,-2.73268
-1,0,0,1,-1,1,-1,0,0,-1,-4.48041
1,-1,0,0,-1,1,0,0,1,1,-0.234838
-1,-1,0,0,-1,1,-1,-1,-1,0,-5.51242
1,-1,-1,1,1,1,1,-1,-1,0,-1.01124
1,1,0,0,1,1,0,0,-1,-1,6.48206
1,1,-1,1,1,1,-1,-1,0,1,3.37959
-1,-1,0,-1,0,1,-1,-1,-1,1,-1.52147
-1,1,0,-1,0,1,1,-1,1,0,0.129564
-1,-1,-1,-1,-1,-1,0,0,1,1,-8.2931
-1,0,1,-1,0,1,-1,0,1,-1,-2.34966
-1,-1,1,1,-1,-1,1,1,-1,0,-8.27578
-1,1,0,0,1,1,0,-1,-1,0,2.30505
-1,1,-1,1,1,0,-1,0,1,-1,-1.35616
-1,0,-1,0,-1,-1,1,-1,1,0,-6.29437
-1,0,-1,-1,1,1,0,1,-1,1,0.875252
1,-1,1,0,0,-1,1,1,-1,0,2.95596
1,1,1,0,0,0,-1,0,-1,0,7.59157
-1,-1,-1,0,1,-1,-1,0,0,1,-6.10241
-1,0,0,-1,-1,1,1,1,1,0,-4.54831
-1,1,1,1,-1,1,-1,-1,0,0,-5.62453
1,1,0,1,0,-1,0,1,0,-1,8.4555
1,1,-1,1,0,0,-1,1,-1,1,5.46698
-1,-1,-1,1,1,0,0,1,0,1,0.159985
-1,-1,1,1,1,-1,0,0,-1,0,-2.58701
-1,-1,1,0,-1,-1,-1,1,1,0,-7.84935
1,0,1,0,1,0,0,-1,-1,-1,4.38997
-1,1,0,-1,-1,0,0,-1,-1,1,-6.73417
1,0,-1,-1,-1,-1,-1,0,0,1,2.31877
1,0,1,1,0,-1,0,-1,-1,0,5.88369
1,1,-1,1,1,-1,-1,0,0,-1,5.88028
-1,1,1,1,0,1,0,1,1,0,0.372961
-1,0,0,1,-1,-1,-1,1,1,1,-7.18273
1,-1,-1,-1,1,1,0,-1,1,1,-3.69264
-1,0,1,1,0,1,1,-1,-1,1,0.158434
1,1,0,-1,0,-1,0,1,-1,-1,5.40988
1,-1,1,1,1,0,-1,1,1,1,3.56828
1,0,1,0,0,1,1,1,-1,0,6.05789
1,-1,1,-1,0,1,-1,0,1,0,1.47852
-1,-1,1,0,-1,-1,1,0,-1,0,-6.73636
-1,0,0,-1,-1,-1,-1,1,0,-1,-6.56602
-1,0,-1,-1,1,-1,0,-1,-1,-1,-3.09981
-1,0,0,1,1,1,0,1,1,-1,1.0401
1,0,1,0,1,-1,1,1,1,1,5.70019
-1,-1,0,-1,-1,0,-1,1,0,0,-4.40963
1,1,-1,0,0,1,1,0,0,1,4.05595
1,-1,0,1,0,-1,0,0,0,1,2.58562
-1,0,0,-1,-1,0,-1,1,1,0,-6.26409
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-8.10035
1,0,1,0,0,-1,0,0,-1,-1,4.36946
-1,1,-1,1,-1,-1,-1,0,0,-1,-10.1336
-1,1,0,0,0,0,-1,-1,-1,0,-4.02646
-1,1,1,1,0,1,1,-1,1,0,0.860834
1,-1,0,0,-1,0,1,-1,-1,1,2.39322
-1,-1,1,0,1,1,-1,0,0,0,2.03971
1,0,-1,-1,-1,-1,0,1,0,1,1.39482
-1,0,0,1,-1,0,0,0,0,1,-4.44464
-1,1,0,1,0,1,1,0,1,1,-0.103914
1,0,1,0,1,0,1,-1,0,1,4.14361
-1,1,1,-1,-1,1,1,0,1,1,-3.91164
1,0,0,0,0,1,0,0,0,1,2.76822
1,0,1,-1,1,0,-1,1,-1,-1,3.09855
-1,1,1,-1,0,1,1,1,0,-1,0.901253
-1,1,-1,-1,1,1,-1,0,1,-1,-0.7295
-1,1,1,1,0,1,-1,0,0,0,-1.37631
1,-1,-1,0,-1,1,1,-1,1,0,-1.76663
1,1,0,0,0,1,0,1,1,1,5.21535
-1,1,0,1,0,0,-1,0,1,0,-3.42684
1,1,-1,-1,0,1,1,1,0,0,0.829513
-1,-1,0,1,1,1,0,1,-1,0,1.51602
-1,1,1,1,-1,1,-1,1,0,1,-2.54217
-1,0,1,0,-1,1,-1,0,0,0,-7.64967
-1,-1,-1,0,1,0,0,-1,0,0,-0.015076
-1,0,0,0,-1,0,0,-1,-1,0,-5.40881
-1,1,-1,-1,0,-1,1,1,-1,1,-4.53374
1,-1,0,0,1,0,1,-1,0,1,0.677735
1,-1,0,-1,-1,1,0,1,-1,-1,-1.28952
-1,0,0,0,0,1,0,1,-1,-1,-2.04156
1,0,1,0,1,0,1,1,1,0,5.22432
-1,0,-1,0,-1,-1,-1,1,1,-1,-9.74368
1,1,0,1,1,1,0,1,-1,0,6.82308
-1,0,0,0,0,-1,1,0,0,0,-4.9203
1,0,1,-1,-1,-1,-1,0,0,-1,5.46216
-1,0,0,-1,0,0,0,0,0,-1,-1.92053
1,0,1,0,1,1,1,-1,1,0,7.09755
-1,-1,1,1,-1,-1,0,1,0,0,-7.14528
-1,0,0,-1,-1,0,-1,1,0,-1,-5.7898
1,-1,0,-1,0,1,1,1,1,1,-2.22886
-1,-1,-1,-1,-1,1,0,0,1,1,-4.85948
1,1,1,1,0,-1,0,1,0,1,9.49241
-1,1,-1,1,0,-1,-1,-1,0,-1,-6.57853
1,-1,1,-1,-1,1,-1,1,-1,-1,1.84439
1,0,1,0,0,1,-1,-1,0,1,5.34903
-1,0,1,-1,0,1,0,-1,0,1,-1.05711
-1,1,-1,0,1,-1,1,-1,-1,-1,-1.51256
-1,0,0,0,-1,0,0,1,1,0,-5.26792
1,0,1,1,0,0,1,0,0,0,5.60561
1,1,1,0,-1,-1,1,0,-1,0,9.10864
1,-1,1,0,0,-1,1,1,0,-1,2.16015
-1,-1,1,0,0,1,0,-1,-1,-1,-1.29521
-1,1,-1,1,1,1,0,0,0,1,1.74819
1,-1,0,0,0,1,-1,1,0,0,0.505102
1,0,0,1,-1,-1,-1,-1,1,0,3.01566
-1,1,1,-1,0,1,-1,0,0,0,-0.693867
-1,1,-1,1,1,1,1,1,1,-1,2.8113
-1,-1,-1,1,-1,-1,1,1,0,1,-6.36532
1,1,-1,1,1,0,-1,1,1,1,6.03509
-1,1,1,0,-1,1,-1,-1,1,0,-4.24502
1,0,-1,-1,0,0,-1,-1,-1,1,0.180514
1,0,1,-1,-1,0,-1,0,1,0,2.78892
-1,-1,-1,-1,0,0,1,0,-1,-1,-3.12961
1,1,1,1,1,0,1,1,-1,0,8.39694
1,-1,1,-1,-1,-1,-1,1,1,-1,-0.760716
1,-1,1,-1,0,1,-1,0,0,1,2.43636
1,1,-1,1,0,1,-1,1,0,-1,6.11922
-1,-1,-1,-1,-1,-1,-1,1,1,0,-8.29867
1,-1,0,1,-1,1,-1,1,1,1,0.173867
-1,-1,1,1,1,1,0,1,-1,1,1.26837
1,1,-1,-1,1,0,1,1,-1,0,2.95958
-1,0,1,-1,1,-1,0,1,-1,1,-2.3172
1,1,0,0,0,1,0,0,0,0,6.23613
-1,-1,1,1,1,0,1,-1,-1,-1,3.03853
1,-1,1,0,0,0,1,1,0,0,0.80665
-1,0,0,0,0,-1,-1,-1,0,-1,-7.87201
-1,1,1,0,-1,-1,-1,-1,1,-1,-10.6157
1,0,-1,1,1,1,-1,0,0,0,1.81729
-1,0,1,0,0,0,0,1,-1,1,-2.70433
-1,0,-1,-1,0,-1,0,1,0,0,-5.56154
-1,-1,1,1,0,-1,0,0,-1,0,-5.84945
1,1,0,1,0,1,-1,0,1,1,8.06848
-1,0,1,-1,0,1,-1,0,-1,-1,-2.25649
-1,-1,0,1,0,1,-1,-1,0,-1,-1.87833
1,-1,1,1,1,-1,0,-1,-1,0,1.71321
-1,1,0,-1,0,0,0,-1,1,0,-2.40545
1,0,1,0,1,1,0,1,1,0,6.89372
1,0,0,1,1,-1,-1,-1,-1,1,4.17165
-1,-1,-1,1,1,0,0,0,1,1,-0.393447
1,-1,-1,0,0,0,1,-1,1,1,-3.32263
1,0,1,-1,0,-1,-1,1,0,0,4.89539
-1,0,-1,-1,-1,-1,1,-1,-1,-1,-7.05964
1,-1,0,1,0,1,0,0,0,-1,2.22378
1,1,-1,1,1,1,1,0,0,-1,4.67061
-1,-1,1,0,0,0,-1,1,0,-1,-5.28554
-1,-1,-1,1,1,1,0,-1,0,-1,2.54754
1,0,1,0,-1,0,0,-1,1,0,5.56343
-1,1,1,-1,-1,0,1,0,-1,-1,-3.79118
-1,-1,-1,-1,0,-1,-1,-1,-1,1,-7.96054
1,-1,1,1,1,-1,-1,1,1,1,4.0689
1,-1,1,-1,-1,0,-1,0,1,1,2.24831
1,-1,0,-1,-1,1,0,1,-1,0,-1.13224
-1,1,1,0,0,-1,-1,0,-1,1,-5.56119
-1,0,0,1,0,-1,1,-1,0,-1,-3.46914
-1,0,-1,1,1,-1,-1,1,0,0,-3.52133
1,0,0,1,0,0,-1,1,-1,1,4.05504
1,1,0,-1,0,-1,-1,1,0,-1,4.57631
1,1,0,-1,0,1,1,1,1,1,4.60743
-1,1,0,1,0,0,1,0,1,0,-0.23416
-1,1,-1,-1,-1,1,0,-1,-1,-1,-5.10511
1,1,0,-1,1,0,-1,1,0,1,4.39102
-1,1,-1,0,-1,0,1,0,1,1,-3.38361
-1,1,0,-1,0,-1,-1,1,-1,1,-5.64543
1,0,0,-1,0,-1,1,1,0,0,1.96331
-1,1,-1,0,-1,0,1,1,-1,0,-7.56819
-1,0,0,-1,1,0,-1,1,0,0,-1.39285
-1,1,0,0,0,-1,-1,0,0,-1,-5.91563
1,1,0,0,-1,1,0,-1,-1,-1,5.65922
-1,0,-1,-1,0,1,0,1,1,-1,-0.292779
-1,1,-1,0,-1,1,1,1,0,1,-0.825303
-1,1,1,1,1,-1,1,1,0,1,-1.28148
1,1,0,-1,-1,0,0,1,-1,0,5.08868
-1,-1,1,0,-1,1,0,1,0,-1,-2.60619
1,1,-1,0,1,-1,-1,-1,1,1,2.70325
1,1,-1,0,-1,0,-1,0,0,1,3.78672
1,0,-1,0,-1,0,1,0,-1,-1,1.21415
-1,0,0,0,-1,1,0,0,-1,-1,-3.89239
-1,0,1,0,1,1,-1,0,0,1,1.893
-1,1,-1,0,0,1,1,1,0,1,-0.613815
1,0,-1,0,1,1,-1,-1,1,-1,1.03639
-1,-1,0,0,0,0,-1,-1,0,-1,-3.63969
-1,0,0,-1,-1,-1,0,1,0,1,-9.0424
-1,0,1,1,1,0,1,1,-1,0,2.29031
1,1,-1,0,0,-1,1,1,1,-1,4.21615
-1,1,0,0,1,1,-1,-1,1,1,1.66618
1,1,1,0,0,1,0,-1,1,1,8.11948
1,-1,1,1,1,-1,1,1,0,-1,2.54622
-1,-1,1,-1,0,0,-1,-1,0,0,-2.56936
-1,-1,0,1,0,-1,1,1,0,0,-3.84418
-1,-1,0,0,0,-1,0,-1,0,-1,-4.92905
1,0,1,0,-1,1,0,0,-1,0,5.29646
1,-1,0,0,1,-1,1,1,1,1,-0.737784
-1,0,0,0,1,-1,-1,-1,0,-1,-4.10339
1,1,-1,-1,0,-1,0,1,0,-1,1.73437
-1,1,1,1,0,0,1,0,0,0,-2.20099
-1,-1,0,-1,-1,-1,-1,-1,0,1,-10.1407
1,-1,1,1,-1,0,1,1,1,1,0.288752
-1,1,1,0,1,0,-1,-1,1,-1,0.03679
-1,-1,1,0,0,1,0,-1,1,-1,-0.234202
-1,0,1,1,-1,-1,-1,1,1,1,-10.3972
